Pais;Categoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Guatemala;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;1662216;
Costa Rica;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;2787163;
Honduras;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;1074457;
Republica Dominicana;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;4393871;
Peru;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;32038970;
Ecuador;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;58065740;
Colombia;FMCG;Absolute Transactions;Wholesalers;MAT Q4.24;38408140;
Guatemala;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;442991400;
Costa Rica;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;103473500;
Honduras;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;195755000;
Republica Dominicana;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;194172700;
Peru;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;1541767000;
Ecuador;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;408264800;
Colombia;FMCG;Absolute Transactions;Down The Trade;MAT Q4.25;1268270000;
Guatemala;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;442419600;
Costa Rica;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;115947500;
Honduras;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;173874300;
Republica Dominicana;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;270272500;
Peru;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;1703777000;
Ecuador;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;432199800;
Colombia;FMCG;Absolute Transactions;Down The Trade;MAT Q4.24;1327226000;
Guatemala;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;21416600;
Costa Rica;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;91426510;
Honduras;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;42202390;
Republica Dominicana;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;42606190;
Peru;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;37680620;
Ecuador;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;28727920;
Colombia;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;380272600;
Guatemala;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;15944280;
Costa Rica;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;93120190;
Honduras;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;38538110;
Republica Dominicana;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;46400080;
Peru;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;37519250;
Ecuador;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;23364040;
Colombia;FMCG;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;403679400;
Guatemala;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;322251100;
Costa Rica;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;7963670;
Honduras;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;142221100;
Republica Dominicana;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;223872420;
Peru;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;989342300;
Ecuador;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;310055300;
Colombia;FMCG;Absolute Transactions;Traditional Store;MAT Q4.25;624443800;
Guatemala;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;339812200;
Costa Rica;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;16457340;
Honduras;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;126145700;
Republica Dominicana;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;223872420;
Peru;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;1072968000;
Ecuador;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;343114100;
Colombia;FMCG;Absolute Transactions;Traditional Store;MAT Q4.24;580666100;
Guatemala;FMCG;Absolute Transactions;Bakery;MAT Q4.25;1912891;
Costa Rica;FMCG;Absolute Transactions;Bakery;MAT Q4.25;2533869;
Honduras;FMCG;Absolute Transactions;Bakery;MAT Q4.25;23551.7;
Republica Dominicana;FMCG;Absolute Transactions;Bakery;MAT Q4.25;2059473;
Peru;FMCG;Absolute Transactions;Bakery;MAT Q4.25;99125850;
Ecuador;FMCG;Absolute Transactions;Bakery;MAT Q4.25;14013780;
Colombia;FMCG;Absolute Transactions;Bakery;MAT Q4.25;163236700;
Guatemala;FMCG;Absolute Transactions;Bakery;MAT Q4.24;1168852;
Costa Rica;FMCG;Absolute Transactions;Bakery;MAT Q4.24;4051534;
Honduras;FMCG;Absolute Transactions;Bakery;MAT Q4.24;99156.4;
Republica Dominicana;FMCG;Absolute Transactions;Bakery;MAT Q4.24;3232474;
Peru;FMCG;Absolute Transactions;Bakery;MAT Q4.24;120977000;
Ecuador;FMCG;Absolute Transactions;Bakery;MAT Q4.24;19977900;
Colombia;FMCG;Absolute Transactions;Bakery;MAT Q4.24;248274300;
Guatemala;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;403897.7;
Costa Rica;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;109799.4;
Honduras;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;105663.1;
Republica Dominicana;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;724316;
Peru;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;9164668;
Ecuador;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;567454;
Colombia;FMCG;Absolute Transactions;E-commerce;MAT Q4.25;1968578;
Guatemala;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;332055.1;
Costa Rica;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;138838.6;
Honduras;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;121398.5;
Republica Dominicana;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;399616;
Peru;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;7963437;
Ecuador;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;526616;
Colombia;FMCG;Absolute Transactions;E-commerce;MAT Q4.24;1492997;
Guatemala;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;64650220;
Costa Rica;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;1859030;
Honduras;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;34239940;
Republica Dominicana;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;3606937;
Peru;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;38278810;
Ecuador;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;64159550;
Colombia;FMCG;Absolute Transactions;Door To Door;MAT Q4.25;58034650;
Guatemala;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;61159810;
Costa Rica;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;1699016;
Honduras;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;35419550;
Republica Dominicana;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;2954900;
Peru;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;39852590;
Ecuador;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;94934560;
Colombia;FMCG;Absolute Transactions;Door To Door;MAT Q4.24;48437490;
Guatemala;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;69225520;
Costa Rica;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;30049960;
Honduras;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;14050120;
Republica Dominicana;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;14593020;
Peru;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;3751239;
Ecuador;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;94739700;
Colombia;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.25;338435100;
Guatemala;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;74231750;
Costa Rica;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;32238000;
Honduras;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;14331140;
Republica Dominicana;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;10330770;
Peru;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;3734737;
Ecuador;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;103780100;
Colombia;FMCG;Absolute Transactions;Specialized Stores;MAT Q4.24;415483000;
Guatemala;NARTD;Occasions Share %;Total Market;MAT Q4.25;100;
Costa Rica;NARTD;Occasions Share %;Total Market;MAT Q4.25;100;
Honduras;NARTD;Occasions Share %;Total Market;MAT Q4.25;100;
Republica Dominicana;NARTD;Occasions Share %;Total Market;MAT Q4.25;100;
Peru;NARTD;Occasions Share %;Total Market;MAT Q4.25;100;
Ecuador;NARTD;Occasions Share %;Total Market;MAT Q4.25;26.8;
Colombia;NARTD;Occasions Share %;Total Market;MAT Q4.25;100;
Guatemala;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Costa Rica;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Honduras;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Republica Dominicana;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Peru;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Ecuador;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Colombia;NARTD;Occasions Share %;Total Market;MAT Q4.24;100;
Guatemala;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;14.1;
Costa Rica;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;38.9;
Honduras;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;9.5;
Republica Dominicana;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;36.14;
Peru;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;10.3;
Ecuador;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;2.6;
Colombia;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;45.514748953953124;
Guatemala;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;11.5;
Costa Rica;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;36.2;
Honduras;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;9;
Republica Dominicana;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;25.59;
Peru;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;9.5;
Ecuador;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;19.7;
Colombia;NARTD;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;45.928136307607545;
Guatemala;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;0.2;
Costa Rica;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;1.6;
Honduras;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;0.6;
Republica Dominicana;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;11.88;
Peru;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;3.7;
Ecuador;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;13.6;
Colombia;NARTD;Occasions Share %;Hypermarket;MAT Q4.25;7.1;
Guatemala;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;0.2;
Costa Rica;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;1.5;
Honduras;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;0.2;
Republica Dominicana;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;7.45;
Peru;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;3.4;
Ecuador;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;2.4;
Colombia;NARTD;Occasions Share %;Hypermarket;MAT Q4.24;7.9;
Guatemala;NARTD;Occasions Share %;Supermarket;MAT Q4.25;2.3;
Costa Rica;NARTD;Occasions Share %;Supermarket;MAT Q4.25;12.8;
Honduras;NARTD;Occasions Share %;Supermarket;MAT Q4.25;3;
Republica Dominicana;NARTD;Occasions Share %;Supermarket;MAT Q4.25;23.35;
Peru;NARTD;Occasions Share %;Supermarket;MAT Q4.25;1.1;
Ecuador;NARTD;Occasions Share %;Supermarket;MAT Q4.25;0.9;
Colombia;NARTD;Occasions Share %;Supermarket;MAT Q4.25;6.2;
Guatemala;NARTD;Occasions Share %;Supermarket;MAT Q4.24;1.9;
Costa Rica;NARTD;Occasions Share %;Supermarket;MAT Q4.24;11.4;
Honduras;NARTD;Occasions Share %;Supermarket;MAT Q4.24;2.9;
Republica Dominicana;NARTD;Occasions Share %;Supermarket;MAT Q4.24;17.77;
Peru;NARTD;Occasions Share %;Supermarket;MAT Q4.24;1.7;
Ecuador;NARTD;Occasions Share %;Supermarket;MAT Q4.24;11.1;
Colombia;NARTD;Occasions Share %;Supermarket;MAT Q4.24;6.8;
Guatemala;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;2.2;
Costa Rica;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.4;
Honduras;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;1.3;
Republica Dominicana;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.27;
Peru;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;1.2;
Ecuador;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;5.6;
Colombia;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.7;
Guatemala;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;1.7;
Costa Rica;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.5;
Honduras;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;1.4;
Republica Dominicana;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.12;
Peru;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;1.2;
Ecuador;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.8;
Colombia;NARTD;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.6;
Guatemala;NARTD;Occasions Share %;Discounters;MAT Q4.25;9.2;
Costa Rica;NARTD;Occasions Share %;Discounters;MAT Q4.25;24.1;
Honduras;NARTD;Occasions Share %;Discounters;MAT Q4.25;4.5;
Republica Dominicana;NARTD;Occasions Share %;Discounters;MAT Q4.25;0;
Peru;NARTD;Occasions Share %;Discounters;MAT Q4.25;4.2;
Ecuador;NARTD;Occasions Share %;Discounters;MAT Q4.25;3.2;
Colombia;NARTD;Occasions Share %;Discounters;MAT Q4.25;30.2;
Guatemala;NARTD;Occasions Share %;Discounters;MAT Q4.24;7.5;
Costa Rica;NARTD;Occasions Share %;Discounters;MAT Q4.24;22.7;
Honduras;NARTD;Occasions Share %;Discounters;MAT Q4.24;4.5;
Republica Dominicana;NARTD;Occasions Share %;Discounters;MAT Q4.24;0;
Peru;NARTD;Occasions Share %;Discounters;MAT Q4.24;3.2;
Ecuador;NARTD;Occasions Share %;Discounters;MAT Q4.24;3.7;
Colombia;NARTD;Occasions Share %;Discounters;MAT Q4.24;29.1;
Guatemala;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;0.4;
Costa Rica;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;0.8;
Honduras;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;0.4;
Republica Dominicana;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;0.97;
Peru;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;1.3;
Ecuador;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;45.1;
Colombia;NARTD;Occasions Share %;Wholesalers;MAT Q4.25;1.3;
Guatemala;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;0.2;
Costa Rica;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;0.5;
Honduras;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;0.4;
Republica Dominicana;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;0.93;
Peru;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;1.4;
Ecuador;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;2.2;
Colombia;NARTD;Occasions Share %;Wholesalers;MAT Q4.24;1.1;
Guatemala;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;46.8;
Costa Rica;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;47.1;
Honduras;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;62.8;
Republica Dominicana;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;43.2;
Peru;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;78.1;
Ecuador;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;2.1;
Colombia;NARTD;Occasions Share %;Down The Trade;MAT Q4.25;44.5;
Guatemala;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;54.7;
Costa Rica;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;50.8;
Honduras;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;66;
Republica Dominicana;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;55.6;
Peru;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;81.3;
Ecuador;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;46.3;
Colombia;NARTD;Occasions Share %;Down The Trade;MAT Q4.24;45.4;
Guatemala;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;1.9;
Costa Rica;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;41.7;
Honduras;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;7.4;
Republica Dominicana;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;5;
Peru;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;1.9;
Ecuador;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;41.1;
Colombia;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;12.7;
Guatemala;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;1.7;
Costa Rica;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;39.6;
Honduras;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;8.5;
Republica Dominicana;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;5.06;
Peru;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;2.1;
Ecuador;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;1.5;
Colombia;NARTD;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;14;
Guatemala;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;44.2;
Costa Rica;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;4.5;
Honduras;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;54.4;
Republica Dominicana;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;38;
Peru;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;69.5;
Ecuador;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;0.4;
Colombia;NARTD;Occasions Share %;Traditional Store;MAT Q4.25;30.4;
Guatemala;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;52.4;
Costa Rica;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;9.9;
Honduras;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;57.1;
Republica Dominicana;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;50.5;
Peru;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;72.6;
Ecuador;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;43.5;
Colombia;NARTD;Occasions Share %;Traditional Store;MAT Q4.24;29.9;
Guatemala;NARTD;Occasions Share %;Bakery;MAT Q4.25;0;
Costa Rica;NARTD;Occasions Share %;Bakery;MAT Q4.25;0.8;
Honduras;NARTD;Occasions Share %;Bakery;MAT Q4.25;0;
Republica Dominicana;NARTD;Occasions Share %;Bakery;MAT Q4.25;0.17;
Peru;NARTD;Occasions Share %;Bakery;MAT Q4.25;0.1;
Ecuador;NARTD;Occasions Share %;Bakery;MAT Q4.25;0;
Colombia;NARTD;Occasions Share %;Bakery;MAT Q4.25;0.9;
Guatemala;NARTD;Occasions Share %;Bakery;MAT Q4.24;0;
Costa Rica;NARTD;Occasions Share %;Bakery;MAT Q4.24;1.3;
Honduras;NARTD;Occasions Share %;Bakery;MAT Q4.24;0;
Republica Dominicana;NARTD;Occasions Share %;Bakery;MAT Q4.24;0.28;
Peru;NARTD;Occasions Share %;Bakery;MAT Q4.24;0.1;
Ecuador;NARTD;Occasions Share %;Bakery;MAT Q4.24;0.4;
Colombia;NARTD;Occasions Share %;Bakery;MAT Q4.24;1.4;
Guatemala;NARTD;Occasions Share %;E-commerce;MAT Q4.25;0;
Costa Rica;NARTD;Occasions Share %;E-commerce;MAT Q4.25;0;
Honduras;NARTD;Occasions Share %;E-commerce;MAT Q4.25;0;
Republica Dominicana;NARTD;Occasions Share %;E-commerce;MAT Q4.25;0.02;
Peru;NARTD;Occasions Share %;E-commerce;MAT Q4.25;0.3;
Ecuador;NARTD;Occasions Share %;E-commerce;MAT Q4.25;12.3;
Colombia;NARTD;Occasions Share %;E-commerce;MAT Q4.25;0;
Guatemala;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0;
Costa Rica;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0;
Honduras;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0;
Republica Dominicana;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0.02;
Peru;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0.3;
Ecuador;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0;
Colombia;NARTD;Occasions Share %;E-commerce;MAT Q4.24;0;
Guatemala;NARTD;Occasions Share %;Door To Door;MAT Q4.25;20;
Costa Rica;NARTD;Occasions Share %;Door To Door;MAT Q4.25;0.1;
Honduras;NARTD;Occasions Share %;Door To Door;MAT Q4.25;19.9;
Republica Dominicana;NARTD;Occasions Share %;Door To Door;MAT Q4.25;1.35;
Peru;NARTD;Occasions Share %;Door To Door;MAT Q4.25;1.2;
Ecuador;NARTD;Occasions Share %;Door To Door;MAT Q4.25;0.5;
Colombia;NARTD;Occasions Share %;Door To Door;MAT Q4.25;0.3;
Guatemala;NARTD;Occasions Share %;Door To Door;MAT Q4.24;22.6;
Costa Rica;NARTD;Occasions Share %;Door To Door;MAT Q4.24;0;
Honduras;NARTD;Occasions Share %;Door To Door;MAT Q4.24;25.5;
Republica Dominicana;NARTD;Occasions Share %;Door To Door;MAT Q4.24;0.31;
Peru;NARTD;Occasions Share %;Door To Door;MAT Q4.24;1.2;
Ecuador;NARTD;Occasions Share %;Door To Door;MAT Q4.24;15.5;
Colombia;NARTD;Occasions Share %;Door To Door;MAT Q4.24;0.2;
