Pais;Categoria;Subcategoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Republica Dominicana;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;210323400;
Republica Dominicana;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;11794890;
Republica Dominicana;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;12119400;
Republica Dominicana;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;20976070;
Republica Dominicana;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;4342216;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;189806100;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;5775258;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;3328291;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;840871;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;758596;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;210323400;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;8904910;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;4162559;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;1145382;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;889082;
Colombia;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;1203893000;
Colombia;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;35538400;
Colombia;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;58316700;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;41910950;
Colombia;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;74117880;
Colombia;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;1347794000;
Colombia;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;36764880;
Colombia;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;59925950;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;45427100;
Colombia;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;71803000;
Colombia;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;1203893000;
Colombia;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;29996370;
Colombia;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;9677738;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;8128960;
Colombia;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;7955525;
Colombia;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;1347794000;
Colombia;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;31489330;
Colombia;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;12097180;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;7722734;
Colombia;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;7719985;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;64130260;
Ecuador;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;17878340;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;12609560;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;23772890;
Ecuador;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;19382770;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;81263190;
Ecuador;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;21151640;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;13479380;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;27126830;
Ecuador;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;26860300;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;23869830;
Ecuador;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;12665720;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;5709385;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;2981556;
Ecuador;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;1683208;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;28393570;
Ecuador;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;15773220;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;6376750;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;2639098;
Ecuador;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;2558400;
Peru;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;190697600;
Peru;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;9449910;
Peru;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;14196530;
Peru;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;7675973;
Peru;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;13391790;
Peru;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;219437700;
Peru;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;10681180;
Peru;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;15157590;
Peru;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;9760863;
Peru;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;13767200;
Peru;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;190697600;
Peru;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;5870488;
Peru;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;9049635;
Peru;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;3856281;
Peru;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;4308649;
Peru;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;219437700;
Peru;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;6802763;
Peru;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;9389702;
Peru;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;5421860;
Peru;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;3920226;
Guatemala;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;442419600;
Guatemala;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;72265620;
Guatemala;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;24017170;
Guatemala;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;23716870;
Guatemala;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;14226410;
Guatemala;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;442991400;
Guatemala;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;66234180;
Guatemala;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;21851630;
Guatemala;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;19952490;
Guatemala;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;17834630;
Guatemala;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;442419600;
Guatemala;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;53054580;
Guatemala;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;2668114;
Guatemala;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;908532.8;
Guatemala;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;647576.5;
Guatemala;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;442991400;
Guatemala;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;45587960;
Guatemala;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;2795119;
Guatemala;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;842952.2;
Guatemala;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1728775;
Costa Rica;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;115947500;
Costa Rica;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;15749420;
Costa Rica;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6428840;
Costa Rica;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5851415;
Costa Rica;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;279580.7;
Costa Rica;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;103473500;
Costa Rica;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;12993910;
Costa Rica;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;6708634;
Costa Rica;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5229197;
Costa Rica;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;180716.7;
Costa Rica;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;115947500;
Costa Rica;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;10880850;
Costa Rica;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3436032;
Costa Rica;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;809173.3;
Costa Rica;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1723.7;
Costa Rica;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;103473500;
Costa Rica;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;8816260;
Costa Rica;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3824941;
Costa Rica;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;678621.5;
Costa Rica;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1766.1;
Honduras;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;173874300;
Honduras;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;84219090;
Honduras;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6334714;
Honduras;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;12971780;
Honduras;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;8013375;
Honduras;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;195755000;
Honduras;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;102581800;
Honduras;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;7692886;
Honduras;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;11459100;
Honduras;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;11760460;
Honduras;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;173874300;
Honduras;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;70869110;
Honduras;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1530158;
Honduras;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;807060.1;
Honduras;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;98775.5;
Honduras;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;195755000;
Honduras;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;87267380;
Honduras;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;2862800;
Honduras;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;194856.3;
Honduras;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;65260.7;
Republica Dominicana;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;270272500;
Republica Dominicana;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;24030450;
Republica Dominicana;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;26414150;
Republica Dominicana;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;35474840;
Republica Dominicana;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;13693570;
Republica Dominicana;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;194172700;
Republica Dominicana;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;16084200;
Republica Dominicana;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;15805990;
Republica Dominicana;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;24614010;
Republica Dominicana;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;10534660;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;270272500;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;9145528;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6100726;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;584851;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;972656;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;194172700;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;8443107;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5163582;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;429712;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;711636;
Colombia;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1327226000;
Colombia;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;75629310;
Colombia;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;60139310;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;34924340;
Colombia;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;43453460;
Colombia;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1268270000;
Colombia;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;71442420;
Colombia;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;68249250;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;38973420;
Colombia;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;49378320;
Colombia;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1327226000;
Colombia;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;61300500;
Colombia;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;8095741;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6112449;
Colombia;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;8523039;
Colombia;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1268270000;
Colombia;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;56653960;
Colombia;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;10756300;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;6626099;
Colombia;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;9971712;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;150471400;
Ecuador;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;85412310;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;29319820;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;15736130;
Ecuador;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;35727700;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;136483700;
Ecuador;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;65485220;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;31843420;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;13263210;
Ecuador;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;35811520;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;84911000;
Ecuador;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;64580460;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;13022470;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;2298135;
Ecuador;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3780885;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;64258080;
Ecuador;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;44685190;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;13303860;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;2434349;
Ecuador;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4413103;
Peru;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1703777000;
Peru;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;99423350;
Peru;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;121514700;
Peru;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;54538970;
Peru;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;116502200;
Peru;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1541767000;
Peru;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;95414570;
Peru;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;126387800;
Peru;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;54944080;
Peru;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;108519700;
Peru;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1703777000;
Peru;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;61387220;
Peru;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;70529780;
Peru;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;19902230;
Peru;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;25338270;
Peru;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1541767000;
Peru;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;59551300;
Peru;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;72577660;
Peru;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;20176790;
Peru;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;20657240;
